Type name;Member type;Member name;Signature;Inherited;Documentation
SimulationDirect;Method;FindOccurrenceInActivePart;public object FindOccurrenceInActivePart();Yes;Search for occurrences of this object in the active Part
SimulationDirect;Method;FindOccurrenceInContextOf;public SpaceClaim.Api.V232.IDocObject FindOccurrenceInContextOf(SpaceClaim.Api.V232.IDocObject contextObject);Yes;Search for occurrences of this object in the specified Part
SimulationDirect;Method;ToString;public string ToString();Yes;Get a text representation of the object (used by the Script interpreter when the mouse cursor hovers an object variable)
SimulationDirect;Method;Delete;public bool Delete();Yes;Delete this object
SimulationDirect;Method;GetChildSubjects;public IEnumerable<SpaceClaim.Api.V232.CustomObject> GetChildSubjects();Yes;Retrieve all children as DocObjects
SimulationDirect;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
SimulationDirect;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
SimulationDirect;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
SimulationDirect;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
SimulationDirect;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SimulationDirect;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SimulationDirect;Property;Geometries;App.Automation.SIM.SimulationDirect.SimulationDirectGeometries Geometries;;Children attribute
SimulationDirect;Property;RayFileType;App.Automation.SIM.SimulationDirect.EnumRayFileType RayFileType;;Enum attribute
SimulationDirect;Property;RayFileTypeIndex;int RayFileTypeIndex;;Enum attribute (as index)
SimulationDirect;Property;Sources;App.Automation.SIM.SimulationDirect.SimulationDirectSources Sources;;Links attribute
SimulationDirect;Property;Sensors;App.Automation.SIM.SimulationDirect.SimulationDirectSensors Sensors;;Children attribute
SimulationDirect;Property;UsesLXP;bool UsesLXP;;Boolean attribute
SimulationDirect;Property;LXPMaxPath;int LXPMaxPath;;Number attribute
SimulationDirect;Property;LXPMaxPathText;string LXPMaxPathText;;Number attribute (as text)
SimulationDirect;Property;HasRayNbLimit;bool HasRayNbLimit;;Boolean attribute
SimulationDirect;Property;NbRays;System.Int64 NbRays;;Number attribute
SimulationDirect;Property;NbRaysText;string NbRaysText;;Number attribute (as text)
SimulationDirect;Property;HasDurationLimit;bool HasDurationLimit;;Boolean attribute
SimulationDirect;Property;DurationLimit;Fou.Utils.ValueObjects.TimeDuration DurationLimit;;Time duration attribute : can either be defined by a Double or a TimeSpan value
SimulationDirect;Property;DurationLimitText;string DurationLimitText;;Number attribute (as text)
SimulationDirect;Property;AmbientMaterial;string AmbientMaterial;;File attribute
SimulationDirect;Property;AmbientMaterialFullPath;string AmbientMaterialFullPath;;File attribute (absolute full path)
SimulationDirect;Property;Subject;SpaceClaim.Api.V232.CustomObject Subject;Yes;Get the underlying CustomObject, associated to the API object wrapper
SimulationDirect;Property;Name;string Name;Yes;Get or Set the name of the object
SimulationDirect;Property;Visible;bool Visible;Yes;Change the visibility status (same behavior as checking/unchecking on the tree view item)
SimulationDirect;Property;StatusInfo;string StatusInfo;Yes;Get the status of the object (warning or error message)
SimulationDirect;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
SimulationDirect.SimulationDirectGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Children attribute: Set from an array of script objects
SimulationDirect.SimulationDirectGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Children attribute: Set from an array of document objects
SimulationDirect.SimulationDirectGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Children attribute: Set from an array of objects (IDocObject type from unspecified version)
SimulationDirect.SimulationDirectGeometries;Method;GetEnumerator;public IEnumerator<App.Automation.SIM.FTGEnabledGeometry> GetEnumerator();;Children attribute: Get children enumeration
SimulationDirect.SimulationDirectGeometries;Method;Add;public void Add(App.Automation.SIM.FTGEnabledGeometry childObject);;Children attribute: Add an object to the children list
SimulationDirect.SimulationDirectGeometries;Method;Delete;public bool Delete(int index);;Children attribute: Delete a child object by index
SimulationDirect.SimulationDirectGeometries;Method;Clear;public void Clear();;Children attribute: Empty the list
SimulationDirect.SimulationDirectGeometries;Method;SelectAll;public void SelectAll();;Children attribute: Create children for all objects that are compatible with link selection.
SimulationDirect.SimulationDirectGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Children attribute: Get linked objects
SimulationDirect.SimulationDirectGeometries;Property;Count;int Count;;Children attribute: Get children count
SimulationDirect.SimulationDirectGeometries;Property;List;IReadOnlyCollection<App.Automation.SIM.FTGEnabledGeometry> List;;Children attribute: Get children collection
SimulationDirect.SimulationDirectGeometries;Property;Item;App.Automation.SIM.FTGEnabledGeometry Item;;Children attribute: Get child by index
SimulationDirect.SimulationDirectSources;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SimulationDirect.SimulationDirectSources;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SimulationDirect.SimulationDirectSources;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SimulationDirect.SimulationDirectSources;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SimulationDirect.SimulationDirectSources;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SimulationDirect.SimulationDirectSources;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SimulationDirect.SimulationDirectSources;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SimulationDirect.SimulationDirectSources;Property;Count;int Count;;Links attribute: Get the links count
SimulationDirect.SimulationDirectSensors;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Children attribute: Set from an array of script objects
SimulationDirect.SimulationDirectSensors;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Children attribute: Set from an array of document objects
SimulationDirect.SimulationDirectSensors;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Children attribute: Set from an array of objects (IDocObject type from unspecified version)
SimulationDirect.SimulationDirectSensors;Method;GetEnumerator;public IEnumerator<App.Automation.SIM.LXPEnabledSensor> GetEnumerator();;Children attribute: Get children enumeration
SimulationDirect.SimulationDirectSensors;Method;Add;public void Add(App.Automation.SIM.LXPEnabledSensor childObject);;Children attribute: Add an object to the children list
SimulationDirect.SimulationDirectSensors;Method;Delete;public bool Delete(int index);;Children attribute: Delete a child object by index
SimulationDirect.SimulationDirectSensors;Method;Clear;public void Clear();;Children attribute: Empty the list
SimulationDirect.SimulationDirectSensors;Method;SelectAll;public void SelectAll();;Children attribute: Create children for all objects that are compatible with link selection.
SimulationDirect.SimulationDirectSensors;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Children attribute: Get linked objects
SimulationDirect.SimulationDirectSensors;Property;Count;int Count;;Children attribute: Get children count
SimulationDirect.SimulationDirectSensors;Property;List;IReadOnlyCollection<App.Automation.SIM.LXPEnabledSensor> List;;Children attribute: Get children collection
SimulationDirect.SimulationDirectSensors;Property;Item;App.Automation.SIM.LXPEnabledSensor Item;;Children attribute: Get child by index
SimulationHoa;Static method;FromSelection;public static IEnumerable<App.Automation.SIM.SimulationHoa> FromSelection(IEnumerable<SpaceClaim.Api.V232.IDocObject> selectionItems);;Convert Items of a ScriptSelection to a list of Speos objects when their type is matching.
SimulationHoa;Static method;Find;public static App.Automation.SIM.SimulationHoa Find(string objectName);;Returns the object whose name matches exactly the specified string. Or, if the exact name is not found, the first object whose name matches the string as a regular expression. Example: Find("StartOfName.*")
SimulationHoa;Static method;Create;public static App.Automation.SIM.SimulationHoa Create(object parent);;Create a new object of this type under the specified parent component
SimulationHoa;Static method;Create;public static App.Automation.SIM.SimulationHoa Create();;Create a new object in the active context
SimulationHoa;Method;Clone;public App.Automation.SIM.SimulationHoa Clone();;Create a copy of this object in the active context
SimulationHoa;Method;CopyTo;public App.Automation.SIM.SimulationHoa CopyTo(Inf.SpaceClaim.Automation.IApiSpeosDocObject pasteTargetObject);;Create a copy of this object and paste it to the specified destination
SimulationHoa;Method;Export;public void Export(string outputDirectoryPath);;Run the Export command
SimulationHoa;Method;GetResultFilePaths;public System.String[] GetResultFilePaths();;Get the list of paths of all computation resulting files
SimulationHoa;Method;FindOccurrenceInActivePart;public object FindOccurrenceInActivePart();Yes;Search for occurrences of this object in the active Part
SimulationHoa;Method;FindOccurrenceInContextOf;public SpaceClaim.Api.V232.IDocObject FindOccurrenceInContextOf(SpaceClaim.Api.V232.IDocObject contextObject);Yes;Search for occurrences of this object in the specified Part
SimulationHoa;Method;ToString;public string ToString();Yes;Get a text representation of the object (used by the Script interpreter when the mouse cursor hovers an object variable)
SimulationHoa;Method;Delete;public bool Delete();Yes;Delete this object
SimulationHoa;Method;GetChildSubjects;public IEnumerable<SpaceClaim.Api.V232.CustomObject> GetChildSubjects();Yes;Retrieve all children as DocObjects
SimulationHoa;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
SimulationHoa;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
SimulationHoa;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
SimulationHoa;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
SimulationHoa;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SimulationHoa;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
